ID;URL;VERSIONS;FLAG;COMMITS;COMMENTS
CVE-2009-0217;https://github.com/mono/mono;None:None;False;b79738dc7f734a78039567ea35f4e6a7d319a227,e2be4afec1d41aacd7c0a35605e369a55c4fe3a6,939994df00fc3e1372b9dc1243e261e2f6c6c133,c20551c1942db667672b36a07856467caace2d92,8bb489774f42a734947859a1742ee5710efd9b49,c48fa75d0c8f8e16a554de988cbadcb298fce013,cbfbf2f522399692d0edf7741746e300453338ca,3b1cee23d6f2f69f8444a5a1def4051028abff5f,14846e6f2f0c8e95b3eec525ee9367bcd0;
CVE-2010-0156;https://github.com/puppetlabs/puppet;None:None;False;0aae57f91dc69b22fb674f8de3a13c22edd07128,6111ba80f2c6f6d1541af971f565119e6e03d77d;
CVE-2010-0684;https://github.com/apache/activemq;None:None;False;1f464b9412e1b1c08d40c8ffac40edd52731da48,fed39c3619825bd92990cf1aa7a4e85119e00a6e,2895197d0dad246757d8d1d9eea181cbf0543ae9,9dc43f3ffe85c9c56faee235a21f23bfceb865c8;
CVE-2010-2076;https://github.com/apache/cxf;None:None;False;63a0a674a46aa24bf020bcb3d9e71bc0ad130c64,fec9e63fda69a3ef21679cd811efa2a0c100ce95;
CVE-2010-2245;https://github.com/apache/attic-wink;None:None;False;531771e5b2bf2f470fe728efe25e471d3b23659f; vulnerable tag is fixed
CVE-2010-4534;https://github.com/django/django;None:None;False;17084839fd7e267da5729f2a27753322b9d415a0,85207a245bf09fdebe486b4c7bbcb65300f2a693,732198ed5c2a127249970e0cd4218d093a38e9a2;
CVE-2010-4535;https://github.com/django/django;None:None;False;6819be1ea17ace34ae3a5c31ab0be960e99fcb85,d5d8942a160685c403d381a279e72e09de5489a9,7f8dd9cbac074389af8d8fd235bf2cb657227b9a;
CVE-2010-5142;https://github.com/chef/chef;None:None;False;2810e43ca6c05046a9ba1392fd8163c3e617ddc1,8d6de424c7ed977b3c7f232b585ef7d63647ac51;
CVE-2010-5312;https://github.com/jquery/jquery-ui;None:None;False;7e9060c109b928769a664dbcc2c17bd21231b6f3;
CVE-2011-1772;https://github.com/apache/struts;None:None;False;885ab3459e146ff830d1f7257f809f4a3dd4493a; vulnerable tag is fixed
CVE-2011-1950;https://github.com/plone/plone.app.users;None:None;False;282ca1eb510aea43bcddf6ad005446074d29efc3;
CVE-2011-2730;https://github.com/spring-projects/spring-framework;None:None;False;9772eb8410e37cd0bdec0d1b133218446c778beb,62ccc8dd7e645fb91705d44919abac838cb5ca3f; fixed tag is vulnerable v3.2.0.RELEASE is the first containing the fix in theory
