ID;URL;VERSIONS;FLAG;COMMITS;COMMENTS
CVE-2018-11797;https://github.com/apache/pdfbox;None:None;False;0e14d6a42cc965e23bb1b40f04b4c002dc173b88;
CVE-2020-9484;https://github.com/apache/tomcat;None:None;False;3aa8f28db7efb311cdd1b6fe15a9cd3b167a222,53e30390943c18fca0c9e57dbcc14f1c623cfd0,bb33048e3f9b4f2b70e4da2e6c4e34ca89023b1,ec08af18d0f9ddca3f2d800ef66fe7fd20afef2;
CVE-2021-21274;https://github.com/matrix-org/synapse;None:None;False;ff5c4da1289cb5e097902b3e55b771be342c29d6;
CVE-2017-4973;https://github.com/cloudfoundry/uaa;None:None;False;24bc5ade80560cedb9300940d2b398163ab0dc6;
CVE-2017-4991;https://github.com/cloudfoundry/uaa;None:None;False;7db5e5846961e08295b1ef7af909f267eebe5da,eb3f86054489039e11eabd54a8ec9a46c22abfc;
CVE-2017-16615;https://github.com/thanethomson/MLAlchemy;None:None;False;bc795757febdcce430d89f9d08f75c32d6989d3c;
CVE-2018-7537;https://github.com/django/django;None:None;False;a91436360b79a6ff995c3e5018bcc666dfaf153;
CVE-2019-10310;https://github.com/jenkinsci/ansible-tower-plugin;None:None;False;b63a047281c2389217c9404f2f4bd4c9e66364fe;
CVE-2016-6581;https://github.com/python-hyper/hpack;None:None;False;4529c1632a356cc1ab6a7fdddccd2de60a21e366;
CVE-2018-1000008;https://github.com/jenkinsci/pmd-plugin;None:None;False;f88399a021c22e30cb8fbac5200471d69f1b6224;
CVE-2021-20178;https://github.com/ansible/ansible;None:None;False;0785772a03470fd2879d2f613520284997dc9dd0;
CVE-2019-1010083;https://github.com/pallets/flask;None:None;False;465b48ed4e4af52493df1febe4687f53032a5e0a;
CVE-2014-7810;https://github.com/apache/tomcat80;None:None;False;ab4ed90487795c9d9e2f9c63f9e1520e90a77104;
CVE-2019-1003049;https://github.com/jenkinsci/jenkins;None:None;False;0eeaa087aac192fb39f52928be5a5bbf16627ea6;
CVE-2019-3828;https://github.com/sivel/ansible;None:None;False;4be3215d2f9f84ca283895879f0c6ce1ed7dd33;
CVE-2020-15720;https://github.com/dogtagpki/pki;None:None;False;50c23ec146ee9abf28c9de87a5f7787d495f0b72;
CVE-2016-6637;https://github.com/cloudfoundry/uaa;None:None;False;32569285018a464dcbd9d4c120a11cc4b767f8e;
CVE-2019-18933;https://github.com/zulip/zulip;None:None;False;0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6;
CVE-2018-1000125;https://github.com/inversoft/prime-jwt;None:None;False;0d94dcef0133d699f21d217e922564adbb83a227;
CVE-2015-5211;https://github.com/spring-projects/spring-framework.git;None:None;False;a95c3d820dbc4c3ae752f1b3ee22ee860b162402;
